name,height_cm,weight_kg,bra,bust_in,waist_in,hips_in
Morgan Reigns,173,64,36D,40,26,36
Morgan Rodriguez,165,60,32C,35,28,36
Morgan Sayles,170,72,38D,42,29,40
Moriah Mills,162,57,34DDD,40,25,43
Morimoto Miku,155,45,32B,34,23,33
Ms Yummy,154,80,36H,47,30,46
Ms. Lynna,173,52,34C,37,25,37
Mulani Rivera,163,54,34C,37,24,32
Mya Diamond,160,50,34C,37,23,35
Mya Luanna,157,45,34C,37,22,34
Mya Lushes,165,50,32D,36,26,38
Mya Mason,169,48,34D,38,22,34
Mya Nichole,165,50,32D,36,23,32
Myah Monroe,160,52,36B,38,24,33
Myeshia Nikole,162,52,34C,37,25,38
Mysti May,170,61,36C,39,26,38
Mystica Jade,167,52,32A,33,27,34
Mz Berlin,160,52,34DD,39,25,36
Nadia Ali,160,59,32C,35,25,40
Nadia Elaina,173,57,34C,37,28,35
Nadia Hilton,157,55,34DD,39,26,32
Nadia Jay,172,60,32DD,37,24,32
Nadia Night,173,55,36DDD,42,24,36
Nadia Noel,171,57,34C,37,25,36
Nadia Styles,165,52,32D,36,25,35
Nadia White,162,49,32C,35,24,32
Nadya Nabakova,170,50,36F,43,24,36
Naiomi Mae,171,57,32C,35,26,34
Nala Nova,154,45,32A,33,24,32
Nami Dahlia,155,41,32B,34,24,34
Nancy Bell,165,53,34B,36,24,36
Nancy Ho,155,43,36D,40,24,36
Naomi Bennet,167,62,37C,40,28,36
Naomi Blue,167,52,32B,34,24,34
Naomi Cruise,167,55,36C,39,27,36
Naomi Montana,168,57,34B,36,26,34
Naomi Nevena,158,50,34B,36,27,36
Naomi Russell,169,59,32B,34,25,39
Naomi Swann,160,48,32A,33,24,34
Naomi Woods,165,45,32B,34,24,34
Natalia Forrest,168,55,34B,36,25,35
Natalia Mendez,150,51,34C,37,24,36
Natalia Nix,170,50,32A,33,24,34
Natalia Queen,158,48,28C,31,24,34
Natalia Starr,176,57,34D,38,26,34
Natalie Brooks,157,52,32C,35,26,36
Natalie Heart,167,53,34B,36,26,32
Natalie K,165,57,34C,37,29,34
Natalie Knight,155,50,32B,34,24,34
Natalie Lust,162,52,32B,34,25,32
Natalie Minx,175,57,34D,38,25,36
Natalie Moore,165,52,34DD,39,27,36
Natalie Norton,170,57,36D,40,24,35
Natalie Nunez,169,53,34C,37,26,36
Natalie Porkman,173,55,32B,34,24,34
Natalli Di Angelo,167,50,34B,36,27,36
Nataly Gold,177,59,32A,33,26,36
Nataly Rosa,167,50,34D,38,28,35
Nataly Von,163,46,34C,37,23,34
Natasha Dulce,163,56,34DD,39,26,38
Natasha Juja,173,55,36DD,41,24,36
Natasha Nice,157,57,34D,38,27,37
Natasha Ola,152,45,34C,37,22,36
Natasha Starr,170,54,34C,37,27,34
Natasha Sweet,168,56,32G,41,28,36
Natasha Vega,163,52,32DD,37,24,34
Natasha Voya,170,52,32C,35,24,32
Natasha White,154,41,32B,34,26,34
Natsume Inagawa,171,50,33C,36,22,34
Natty Mellow,153,44,32C,35,24,38
Naudia Nyce,163,49,34B,36,26,36
Naughty Allie,168,54,34D,38,24,36
Naughty Alysha,168,59,36DD,41,26,36
Naughty Julie,168,55,36D,40,26,36
Naughty Tinkerbell,160,50,34E,40,26,35
Nautica Thorn,163,52,34C,37,25,32
Naveen Ora,176,58,32A,33,24,34
Nekane,165,50,36D,40,24,37
Nella Jay,160,50,34D,38,22,37
Nellie Pierce,168,50,34B,36,24,34
Nelly Kent,160,46,34D,38,24,35
Nelly Sullivan,173,50,38C,41,25,36
Nenetl Avril,165,55,34A,35,30,34
Nessa Devil,173,48,34E,40,24,34
Nestee Shy,168,50,35A,36,24,36
Nesty,157,45,36B,38,27,36
Netta Jade,164,54,36A,37,24,36
Nia Nacci,175,52,32DD,37,24,33
Nia Nixon,153,45,34A,35,22,34
Nia Ross,163,51,32C,35,25,36
Nicci Taylor,166,55,34B,36,26,38
Nichole Heiress,157,50,32D,36,24,34
Nici Sterling,168,51,34D,38,24,34
Nickey Huntsman,162,50,34DD,39,24,32
Nicki Blue,165,50,32DD,37,22,34
Nicky Angel,163,48,36C,39,25,35
Nicky Ferrari,163,58,36D,40,28,36
Nicole Bexley,157,50,33DD,38,23,36
Nicole Clitman,160,55,33A,34,27,35
Nicole Evans,175,56,34C,37,25,38
Nicole Graves,152,47,36C,39,24,34
Nicole Love,163,49,34D,38,28,36
Nicole Moore,173,52,36D,40,24,36
Nicole Paris,160,60,36DD,41,30,38
Nicole Parks,160,49,34C,37,25,34
Nicole Ray,157,43,34C,37,25,33
Nicole Rey,157,43,32B,34,24,34
Nicole Sheridan,178,59,34D,38,25,35
Nicole Sweet,160,50,38E,44,25,38
Nicoleta Emilie,173,56,34D,38,27,36
Nicolette Love,168,57,32C,35,28,36
Nika Chanel,170,61,34D,38,24,36
Nika Noire,178,59,34D,38,26,36
Niki Blond,170,46,34C,37,23,34
Niki Snow,168,59,32B,34,25,34
Niki Sweet,170,51,34A,35,26,37
Nikita Bellucci,163,56,34C,37,26,36
Nikita Denise,172,55,34C,37,25,36
Nikita Von James,162,50,34D,38,25,36
Nikki Anderson,168,52,34C,37,23,33
Nikki Anne,172,57,36C,39,26,35
Nikki Bell,155,50,32B,34,24,32
Nikki Benz,165,50,34DD,39,24,34
Nikki Blake,166,57,32B,34,26,34
Nikki Capone,166,59,34B,36,24,36
Nikki Daniels,167,50,36B,38,27,34
Nikki Delano,157,50,32C,35,23,34
Nikki Dial,154,45,34D,38,24,35
Nikki Flame,175,54,34A,35,24,34
Nikki Ford,165,59,32B,34,26,38
Nikki Hearts,170,54,34C,37,25,32
Nikki Hunter,168,50,34D,38,29,35
Nikki Jayne,175,67,34C,37,25,34
Nikki Kay,157,50,32B,34,24,36
Nikki Lavay,167,50,34A,35,25,36
Nikki Next,165,45,32B,34,24,32
Nikki Nievez,168,55,34C,37,27,34
Nikki Phoenix,165,64,34DDD,40,26,38
Nikki Rhodes,155,45,34C,37,25,35
Nikki Seven,167,55,32B,34,30,33
Nikki Sexx,175,77,36DD,41,25,40
Nikki Sinn,172,55,36DD,41,24,34
Nikki Sixxx,162,46,36E,42,26,34
Nikki Sun,163,50,36B,38,25,34
Nikki Waine,162,46,32B,34,25,38
Nikki Woods,152,54,32B,34,32,36
Nikko Jordan,155,52,34D,38,26,30
Nikky Dream,178,60,34C,37,25,35
Nikky Thorne,167,52,34B,36,24,34
Nikky Wilder,162,86,38DDD,44,34,42
Nikole Nash,162,55,32C,35,27,32
Nina Devon,152,43,32B,34,24,36
Nina Dolci,170,54,34D,38,24,34
Nina Ferrari,170,52,36D,40,25,36
Nina Hartley,163,59,36D,40,24,39
Nina Kayy,160,64,34F,41,28,40
Nina Lopez,165,52,34D,38,26,36
Nina Mercedez,168,52,34DD,39,25,34
Nina Milano,167,64,38E,44,28,38
Nina North,160,49,34D,38,22,32
Nina Rotti,152,61,36D,40,25,42
Noelle Easton,162,59,34DD,39,26,36
Noemi Jolie,165,49,36D,40,23,35
Noemie Bilas,157,50,32C,35,24,35
NoeMilk,171,54,34B,36,23,35
Nolita Leo,168,50,34B,36,26,36
Nomi Melone,154,45,33A,34,24,35
Noname Jane,160,48,32B,34,23,34
Nora Barcelona,168,53,32B,34,23,35
Nora Skyy,170,64,36B,38,28,38
Nora Wolf,168,55,32C,35,26,32
Norah Nova,161,45,32B,34,23,34
Nova Cane,168,57,34D,38,25,36
Nozomi Hatsuki,154,50,34DD,39,23,33
Nubiles Kortny,160,55,32B,34,30,32
Nude Chrissy,169,70,36D,40,25,36
Nychole Mac,157,52,34B,36,25,37
Nyomi Banxxx,172,61,36D,40,25,38
Nyomi Marcella,163,48,34B,36,22,33
Nyomi Star,167,59,34B,36,29,33
Nyomi Zen,167,50,34B,36,24,34
Nyrobi Knights,160,51,32A,33,24,34
Olga Barz,168,48,34C,37,22,34
Olga Snow,162,46,34A,35,22,33
Olive Glass,170,54,34D,38,24,31
Olivia Austin,170,59,34DD,39,26,36
Olivia Blu,170,59,36DD,41,27,34
Olivia Devine,167,50,34B,36,23,35
Olivia La Roche,175,56,36B,38,25,37
Olivia Leigh,160,109,40E,46,38,44
Olivia O'Lovely,170,70,36DD,41,26,38
Olivia Saint,173,61,34B,36,24,38
Olivia Sin,152,38,34A,35,23,34
Olivia Wilder,165,55,34B,36,25,34
Olivia Winters,160,50,36C,39,24,37
Ona Zee,167,54,38B,40,26,36
Orion Raye,163,59,34B,36,26,36
Osa Lovely,160,58,32D,36,24,39
P.J. Sparxx,165,57,36E,42,23,34
Paige Ashley,160,47,32DD,37,25,35
Paige Delight,178,59,38F,45,27,36
Paige Fox,170,54,32B,34,23,33
Paige Little,150,42,32D,36,24,30
Paige Owens,160,52,34B,36,22,32
Paige Taylor,163,55,34D,38,25,35
Paige Turnah,182,75,36E,42,27,42
Paisley Bennett,162,52,34B,36,26,36
Paisley Porter,155,55,34C,37,24,34
Paisley Rae,161,45,32B,34,22,32
Pam Roberts,178,65,36C,39,27,36
Pamela Blond,167,52,34C,37,27,38
Pamela French,168,57,34C,37,25,35
Pamela Morrison,155,45,32B,34,22,34
Pandora Dreams,165,59,34DD,39,26,38
Panther,155,64,38F,45,28,38
Paola Rey,168,52,36B,38,24,35
Paris Devine,175,45,33A,34,25,35
Paris Kennedy,165,52,34D,38,24,34
Paris Lincoln,163,59,36C,39,25,34
Paris Pink,160,43,33A,34,23,34
Paris White,155,45,32B,34,24,34
Parker Page,167,53,34B,36,28,38
Parker Swayze,160,55,32F,39,21,36
Patrizia Berger,163,57,35B,37,26,35
Patty Michova,164,50,38F,45,24,34
Paula Rowe,169,57,35D,39,26,35
Paulina James,165,48,34B,36,24,34
Paulina Seikola,160,50,34C,37,24,36
Paulina Soul,173,52,36C,39,26,40
Payton Hall,158,49,32DD,37,24,34
Payton Leigh,163,47,32C,35,24,34
Payton Simmons,168,55,34DD,39,25,30
Payton Sinclaire,163,56,34DD,39,28,36
Pearl Diamond,167,54,35C,38,24,35
Penelope Piper,157,56,38D,42,26,36
Penelope Sky,172,53,34A,35,24,35
Penelope Stone,160,45,32C,35,26,34
Peneloppe Ferre,167,55,34D,38,23,36
Penney Play,168,59,34DD,39,26,38
Penny Flame,157,52,36C,39,25,35
Penny Nichols,145,50,32A,33,26,34
Penny Pax,152,47,34D,38,24,35
Penny Porsche,170,61,38F,45,28,38
Pepper Foxxx,152,47,32C,35,27,34
Pepper Hart,172,55,32C,35,25,35
Pepper Kester,171,55,33B,35,24,36
Pepper Xo,170,55,33B,35,24,36
Persia Monir,165,59,40DD,45,25,37
Persia Pele,170,54,34D,38,27,34
Persuajon,163,59,36DD,41,27,34
Peta Jensen,170,56,34DDD,40,26,36
Petra Blair,160,52,34B,36,28,38
Petra Mis,172,62,34DD,39,27,37
Peyton Coast,166,52,32C,35,22,32
Peyton Robbie,176,64,34C,37,24,34
Phoenix Askani,173,57,34C,37,28,35
Phoenix Marie,175,64,34DD,39,26,38
Phyllisha Anne,170,60,34D,38,24,34
Pinky,150,77,34B,36,24,42
Pinky June,163,49,32B,34,23,34
Pixie Pearl,180,59,34B,36,26,38
Pixiee Little,155,44,32C,35,24,34
Platinum Puzzy,168,123,44DD,49,40,57
Pocahontas De La Vega,166,58,34B,36,25,36
Pocahontas Jones,170,59,37C,40,29,37
Polly Pons,157,43,33B,35,25,32
Poppy Morgan,160,48,34C,37,24,32
Porche Carrera,165,59,36C,39,24,37
Portia Harlow,161,57,34C,37,26,35
Presley Dawson,176,50,34C,37,25,35
Presley Hart,161,45,32B,34,24,33
Presley Maddox,163,54,34C,37,28,36
Princess Clover,163,50,34B,36,24,34
Princess Donna,170,57,36D,40,32,42
Princess Paris,170,54,36D,40,32,36
Priscilla Milan,160,50,34C,37,24,34
Pristine Edge,160,47,32D,36,24,32
Priva,160,41,32C,35,24,32
Priya Price,157,57,36DD,41,25,40
Priya Rai,160,45,34D,38,24,34
Promesita,161,49,33A,34,23,35
Proxy Paige,160,52,32B,34,25,37
Puma Swede,178,56,32F,39,25,35
Pure Ashley,155,43,32A,33,23,34
Purple Bitch,162,45,32C,35,22,35
PussyKat,157,40,33D,37,24,30
Quinn Wilde,161,48,34DD,39,23,36
Rachael Cavalli,175,67,36DD,41,26,36
Rachael Madori,170,61,34B,36,27,34
Rachel Aziani,168,50,42DD,47,28,36
Rachel Evans,168,52,36C,39,23,34
Rachel James,160,48,32AA,32,22,32
Rachel Love,160,52,36E,42,25,34
Rachel Milan,157,47,32A,33,24,36
Rachel Raven,168,64,32B,34,25,38
Rachel Rivers,163,50,32A,33,22,34
Rachel Rose,165,52,34B,36,26,30
Rachel Roxxx,152,46,34D,38,25,34
Rachel Salori,157,59,34D,38,26,34
Rachel Starr,163,52,34D,38,25,35
Rachel Steele,167,61,36E,42,28,38
Rachel Storms,168,58,34DD,39,25,37
Rachel Woods,163,52,34B,36,25,35
Rachele Richey,158,48,34DDD,40,24,30
Rae Lil Black,144,45,28C,31,24,34
Rahyndee,157,50,32C,35,24,34
Rain Degre,172,56,34D,38,27,35
Rain Summers,157,52,38D,42,25,35
Ramu Nagatsuki,153,46,33D,37,23,33
Randi Storm,178,57,38DD,43,26,36
Randi Wright,160,48,34B,36,25,34
Rane Revere,170,58,33C,36,25,35
Ranie Mae,162,52,32D,36,26,36
Raquel Adan,169,67,36DD,41,24,33
Raquel Devine,168,54,34D,38,25,33
Raquel Love,166,52,36D,40,24,35
Raquel Roper,158,51,36B,38,24,34
Raquel Sieb,160,55,34DD,39,26,36
Raquel Sultra,173,55,39DD,44,29,36
Raven Alexis,160,45,34D,38,24,36
Raven Bay,165,48,34DD,39,25,28
Raven Black,162,57,36D,40,28,38
Raven Hart,162,58,36DD,41,26,36
Raven LeChance,162,55,36D,40,26,36
Raven Redmond,165,50,32D,36,25,34
Raven Reign,168,55,36C,39,28,40
Raven Wylde,162,45,32B,34,25,34
Raylene,170,54,35D,39,24,36
Raylin Ann,162,53,34C,37,24,34
RayVeness,160,55,36DD,41,24,36
Reagan Foxx,175,64,34DDD,40,26,36
Reagan Lush,165,54,32D,36,24,33
Rebeca Linares,155,49,34D,38,26,34
Rebecca Bardoux,168,50,36D,40,25,35
Rebecca Blue,157,44,32B,34,24,33
Rebecca Lord,168,50,34B,36,22,34
Rebecca Love,157,52,36DD,41,28,36
Rebecca More,170,60,35F,42,26,32
Rebecca Pinar,167,62,36D,40,28,38
Rebecca Rainbow,170,61,36B,38,26,34
Rebecca Volpetti,160,45,30A,31,26,29
Rebeka Black,167,53,32A,33,24,34
Rebekah Dee,162,55,34DD,39,25,35
Rebel Lynn,158,45,32A,33,26,32
Reena Sky,157,55,34B,36,27,35
Regan Anthony,152,45,34DD,39,22,34
Regan Reese,152,50,32D,36,27,33
Regina Ice,170,55,34C,37,24,36
Rei Mizuna,153,45,32C,35,22,34
Remy LaCroix,157,48,34B,36,24,35
Renae Cruz,160,51,34C,37,25,35
Renata Black,160,52,34B,36,25,37
Renata Daninsky,165,51,34D,38,23,34
Rene Star,175,50,34C,37,24,35
Renee LaRue,170,54,34D,38,25,35
Renee Pornero,162,53,32B,34,24,33
Renee Ross,165,82,40J,53,32,40
Renee Roulette,160,48,34A,35,24,34
Rharri Rhound,167,55,32B,34,24,36
Rheina Shine,162,69,38DD,43,30,38
Rhianna Ryan,163,57,34B,36,28,34
Rhiannon Ryder,171,54,32A,33,30,32
Rhonda Jo Petty,165,58,36E,42,26,35
Rhylee Richards,173,55,36DD,41,23,36
Rhyse Richardson,160,50,34DD,39,24,34
Ria Rodrigez,155,45,34B,36,24,35
Ria Sunn,170,55,32B,34,24,32
Richelle Ryan,163,57,34F,41,25,36
Richelle Ryder,165,49,32A,33,23,35
Ricki White,163,59,34D,38,25,38
Rihanna Rimes,172,61,34C,37,25,37
Rihanna Samuel,163,53,32A,33,24,34
Rika Sakurai,165,48,33B,35,22,33
Rikki Nyx,149,43,32DD,37,22,23
Rikki Rumor,158,52,32C,35,25,38
Rikki Six,171,47,34DD,39,24,33
Rilee Marks,162,45,34C,37,24,32
Riley Brooks,176,62,34B,36,24,36
Riley Evans,168,55,34D,38,24,36
Riley Grey,170,61,32C,35,29,39
Riley Jenner,177,59,34DD,39,24,36
Riley Mae,168,52,34C,37,22,32
Riley Mason,165,45,34C,37,24,36
Riley Ray,175,52,34B,36,25,35
Riley Reid,160,48,32A,33,26,36
Riley Reyes,165,55,34B,36,27,37
Riley Shy,165,52,34B,36,26,32
Riley Star,160,43,36A,37,24,32
Riley Steele,170,52,36C,39,22,37
Rilynn Rae,177,64,34C,37,23,36
Rina Ellis,155,50,32B,34,23,30
Rio Hamasaki,158,54,35DDD,41,23,33
Rio Mariah,163,56,32C,35,24,31
Risa Arisawa,161,53,39DDD,45,23,35
Risi Simms,152,45,32DD,37,21,34
Rita Akira,155,50,34B,36,28,34
Rita Daniels,170,58,36FF,44,26,34
Rita Faltoyano,164,57,36D,40,24,36
Rita Jalace,154,44,30A,31,23,33
Rita Rush,168,55,34C,37,25,36
Rita Sinclair,156,48,34B,36,25,35
Riylee Renee,167,55,34A,35,22,32
Robbye Bentley,175,64,36E,42,26,38
Roberta Gemma,168,61,39E,45,23,35
Roberta Sligen,163,52,34C,37,26,36
Robin Pachino,157,52,37D,41,26,34
Rocky Emerson,191,59,32C,35,25,30
Romana Ryder,158,45,36DD,41,27,35
Romi Rain,165,55,34DDD,40,24,36
Rosaline Love,163,53,35B,37,24,35
Rosalyn Sphinx,160,52,32B,34,24,34
Rosario Stone,175,65,34B,36,24,38
Rose Monroe,165,61,34C,37,25,37
Rose Red,167,59,34B,36,25,37
Rose Valentina,165,105,42HH,54,30,38
Rose Valerie,161,50,34D,38,25,36
Rosemary Moyer,154,47,34B,36,25,36
Rosemary Radeva,163,41,34A,35,26,34
Rosie Riches,147,41,32A,33,24,34
Roxanne Hall,175,59,36C,39,24,34
Roxanne Milana,166,45,34D,38,24,34
Roxanne Rae,165,50,34C,37,22,34
Roxi Red,175,77,38K,49,30,36
Roxii Blair,157,58,34DD,39,23,34
Roxxxy Rush,175,66,36D,40,24,34
Roxy Deville,168,55,34C,37,24,34
Roxy Jezel,152,50,32B,34,24,32
Roxy Lips,163,42,32B,34,22,33
Roxy Nicole,167,51,34B,36,27,34
Roxy Panther,165,53,34D,38,28,36
Roxy Raye,170,58,34B,36,27,37
Roxy Reynolds,173,59,34B,36,24,40
Roxy Rox,175,55,36B,38,27,36
RubberDoll,170,58,34DD,39,25,35
Ruby Knox,163,51,34C,37,23,32
Ruby Rayes,152,48,34B,36,25,30
Ruby Red,162,59,36C,39,26,40
Rucca Page,168,62,34D,38,26,36
Ryan Conner,173,72,42D,46,34,44
Ryan Riesling,173,56,32B,34,26,35
Ryan Smiles,168,67,36D,40,26,38
Ryder Skye,157,48,32DDD,38,24,33
Rylie Richman,167,55,34C,37,26,32
Sabina Leigh,165,67,42H,53,28,34
Sable Renae,163,55,32B,34,28,36
Sabrina Blond,154,43,32A,33,24,32
Sabrina Cyns,165,54,32E,38,26,36
Sabrina Deep,182,55,34DD,39,24,34
Sabrina Fox,180,59,36D,40,26,36
Sabrina Jade,160,47,33B,35,25,35
Sabrina Jay,170,59,34A,35,24,34
Sabrina Moore,165,50,33B,35,25,34
Sabrina Pepe,165,46,32C,35,24,34
Sabrina Rey,161,52,32B,34,26,36
Sabrina Rose,173,50,34C,37,24,34
Sabrina Sweet,165,49,32A,33,26,37
Sabrina Taylor,173,64,36C,39,28,32
Sabrine Maui,157,45,32B,34,23,33
Sadie Blair,163,53,34A,35,26,36
Sadie Blooms,178,85,38G,47,32,44
Sadie Creams,168,59,36B,38,24,36
Sadie Dazzle,168,49,34A,35,24,34
Sadie Holmes,172,61,34B,36,24,36
Sadie Kennedy,160,52,34A,35,24,35
Sadie Pop,147,38,30AA,30,22,32
Sadie Santana,178,59,34C,37,26,35
Sadie Swede,175,67,36DD,41,29,39
Sadie West,157,50,34C,37,24,34
Sage Evans,168,55,34B,36,26,32
Sahara Knite,165,57,30C,33,26,36
Sailor Luna,175,59,34C,37,24,36
Sally Charles,165,50,34B,36,23,34
Sally D'Angelo,155,49,38GG,48,24,36
Sally Walker,170,60,36D,40,26,35
Salma De Nora,162,55,35D,39,25,35
Sam Brooke,173,58,36B,38,25,37
Sam Summers,160,45,32C,35,24,32
Samantha 38G,165,82,44G,53,34,45
Samantha Bentley,162,50,32DD,37,24,32
Samantha Fire,165,50,34C,37,24,32
Samantha Hayes,167,52,32C,35,24,34
Samantha Jolie,173,56,34B,36,25,36
Samantha Pink,171,58,36D,40,25,36
Samantha Rone,167,53,32C,35,20,26
Samantha Ryan,172,59,32B,34,25,35
Samantha Saint,172,55,34DD,39,24,36
Samantha Sin,163,50,34DD,39,23,33
Sami St Clair,173,52,34C,37,24,36
Sami White,162,57,32A,33,22,32
Samia Duarte,170,53,34B,36,23,36
Sammie Daniels,150,36,32A,33,26,36
Sammie Rhodes,163,50,32D,36,27,36
Sammie Six,168,57,34C,37,25,36
Sammie Spades,149,48,32DD,37,26,36
Sammy Brooks,171,57,36D,40,27,32
Sammy Cruz,160,52,32A,33,23,36
Samone Taylor,160,64,36D,40,25,36
Sandee Westgate,168,49,34D,38,23,34
Sandra Luberc,160,45,32C,35,24,32
Sandra Mark,175,60,36C,39,25,35
Sandra Milka,170,58,36DD,41,24,36
Sandra Parker,162,56,33D,37,24,36
Sandra Romain,160,56,36B,38,28,36
Sandra Sanchez,175,49,34C,37,27,35
Sandra Shine,175,55,34C,37,25,36
Sandra Star,170,60,32H,43,27,36
Sandra Wellness,163,47,34B,36,24,36
Sandy Style,167,50,34B,36,24,35
Sandy Sweet,150,45,32B,34,24,28
Saphire Rae,170,57,32A,33,24,34
Sara James,162,48,32A,33,23,33
Sara Jay,163,66,36E,42,25,41
Sara Kay,168,50,32B,34,26,36
Sara Lopez,170,54,36C,39,24,37
Sara Luvv,149,46,32B,34,24,34
Sara May,165,54,34C,37,23,35
Sara Monroe,163,48,34C,37,25,36
Sara Seori,166,40,35E,41,23,33
Sara St Clair,150,43,34DDD,40,24,32
Sara Star,173,111,42K,53,39,52
Sara Stone,163,52,36DD,41,24,34
Sara Yurikawa,161,51,31C,34,22,33
Sarah Banks,152,45,32DD,37,25,36
Sarah Blake,155,52,34DD,39,25,34
Sarah Dark,173,54,34A,35,30,38
Sarah James,168,57,35B,37,25,39
Sarah Jessie,170,50,32DD,37,24,33
Sarah Lace,155,53,32B,34,25,38
Sarah Lollypop,166,52,34A,35,26,34
Sarah Peachez,165,48,32AA,32,24,35
Sarah Shevon,173,66,34B,36,27,38
Sarah Twain,177,54,34B,36,24,35
Sarah Vandella,160,57,34D,38,24,36
Sarah Vickers,170,55,34C,37,26,36
SaRenna Lee,157,57,40HH,52,23,34
Sasha Cane,160,45,34D,38,23,32
Sasha Casey,167,57,34C,37,24,32
Sasha Foxxx,152,50,31C,34,24,34
Sasha Grey,170,48,32B,34,26,31
Sasha Hall,153,46,32B,34,24,34
Sasha Heart,165,45,34C,37,27,32
Sasha Jones,163,51,34C,37,23,35
Sasha Knox,157,50,34B,36,24,34
Sasha Rose,158,43,34A,35,24,34
Sasha Sparrow,170,52,34A,35,24,33
Sasha Strange,173,62,36D,40,26,37
Sasha Summers,167,55,32C,35,23,34
Sasha Sweet,165,52,34D,38,24,36
Sasha Von,178,48,32C,35,28,34
Sasha Zima,154,49,34A,35,24,36
Sashaa Juggs,167,95,40F,47,30,48
Satin Bloom,167,52,34C,37,24,34
Satine Phoenix,173,59,34B,36,27,37
Satine Spark,165,55,32C,35,28,32
Sativa Rose,152,45,34C,37,24,34
Satomi Suzuki,148,47,35C,38,23,33
Savana Ginger,170,61,34DD,39,26,36
Savana Styles,172,66,36D,40,26,35
Savanna Knight,165,66,36C,39,29,39
Savanna Samson,165,53,34C,37,24,34
Savannah Bond,164,59,34G,43,26,39
Savannah Fox,160,52,34B,36,28,40
Savannah Paige,163,55,34B,36,26,36
Savannah Sixx,165,50,34D,38,24,36
Savannah Steele,155,57,34DD,39,24,34
Savannah Stern,168,55,34D,38,26,34
Savannah Stevens,166,52,32GG,42,24,36
Saya Song,157,45,32B,34,23,34
Scarlet Red,170,58,34C,37,27,36
Scarlet Sade,163,57,34DDD,40,28,39
Scarlett Belle,178,64,32G,41,26,38
Scarlett Bloom,175,55,32B,34,24,34
Scarlett Fall,157,55,32C,35,24,34
Scarlett Fay,168,52,32B,34,25,32
Scarlett Fever,180,55,34B,36,26,30
Scarlett Monroe,145,43,36DDD,42,29,32
Scarlett Pain,157,51,34C,37,26,36
Scarlett Sage,154,43,32A,33,24,34
Scarlett Sawyer,165,50,32B,34,26,36
Scarlett Wild,155,55,32C,35,28,32
Scarlit Scandal,155,45,32B,34,24,34
Scyley Jam,180,53,32C,35,24,32
Sea J Raw,178,52,32C,35,25,34
Seka,173,54,39D,43,23,34
Seka Black,172,64,38DD,43,29,40
Selena Adams,163,72,34DDD,40,31,44
Selena Castro,162,67,38DD,43,26,36
Selena Rios,147,51,34A,35,24,36
Selena Rose,165,52,36B,38,24,36
Selena Santoro,158,48,32B,34,26,34
Selena Sky,161,55,36C,39,26,40
Selena Star,171,58,34K,45,42,47
Selma Sins,150,43,36B,38,27,34
Selvaggia Babe,162,55,34A,35,25,38
Sensi Pearl,160,43,32B,34,25,31
Sensual Jane,167,54,36F,43,25,36
September Reign,163,47,34B,36,24,33
Sera Moon,168,59,34B,36,31,36
Sera Ryder,155,43,32C,35,23,26
Serena Ali,178,70,36D,40,28,36
Serena Avary,170,59,32D,36,28,32
Serena Blair,152,45,32C,35,24,34
Serena Marcus,157,52,34D,38,28,36
Serena Torres,162,52,32A,33,24,32
Serilla Lamante,165,54,34B,36,26,34
Serina Hayakawa,160,45,34C,37,22,33
Sexy Susi,160,55,34DD,39,25,36
Sexy Vanessa,160,55,36DD,41,24,36
Shae Celestine,162,45,32B,34,24,34
Shae Spreadz,167,62,34A,35,25,36
Shae Summers,157,45,34DD,39,24,34
Shalina Devine,162,47,34C,37,24,36
Shana Lane,167,54,34B,36,21,26
Shana Ryder,178,61,36C,39,28,34
Shanda Fay,170,55,34D,38,24,34
Shane Blair,170,59,34B,36,24,34
Shanna McCullough,167,55,35C,38,24,35
Shannon Kelly,149,41,32DD,37,19,29
Shara Jones,166,55,32B,34,29,30
Sharka Blue,158,47,32B,34,24,34
Sharon Kane,167,58,34C,37,25,36
Sharon Lee,170,55,37C,40,25,35
Sharon M.,175,60,34A,35,24,34
Sharon Pink,170,54,36H,47,27,37
Sharon Wild,170,55,36B,38,24,36
Shauna Skye,174,67,34B,36,22,32
Shawna Lenee,157,48,32D,36,24,36
Shay Evans,153,42,34D,38,22,29
Shay Fox,165,60,36DDD,42,25,36
Shay Hendrix,170,61,34E,40,28,34
Shay Sights,173,55,38DD,43,26,34
Shay Sweet,160,50,34C,37,24,34
Shaye Bennet,162,48,34B,36,26,36
Shayla LaVeaux,157,51,34C,37,27,34
Shayna Knight,165,56,32A,33,24,35
Shayne Ryder,165,52,34B,36,25,34
Shea Blaze,163,55,34DD,39,24,34
Sheena Rose,163,48,33B,35,24,34
Sheena Ryder,162,59,34B,36,27,39
Sheena Shaw,153,43,30B,32,24,32
Sheila Grant,168,54,36E,42,27,36
Sheila Marie,165,55,37DD,42,25,37
Sheila Ortega,162,58,36F,43,27,39
Sheila Scott,168,51,34B,36,24,36
Sheridan Love,152,57,34G,43,25,37
Shione Cooper,174,62,40F,47,27,35
Shona River,172,52,34A,35,25,36
Shy Love,165,47,36D,40,24,34
Shyla Ryder,171,55,34A,35,26,34
Shyla Shy,165,76,38H,49,30,38
Shyla Stylez,160,49,36DD,41,23,34
Sidney Lange,168,55,34D,38,26,34
Sidra Sage,175,57,32A,33,25,35
Sienna Day,162,48,30DD,35,24,31
